wavelength_nm,aperture_flux,aperture_error,pabeta_continuum,pabeta_residual,pagamma_continuum,pagamma_residual
1047.9100300290154,307.70819783210754,3.89185809879353,499.38594801869624,-191.6777501865887,440.947892186211,-133.23969435410345
1048.5460300405973,320.15893018245697,3.5215157984639576,499.10295468627254,-178.94402450381557,439.5851567254208,-119.42622654296383
1049.1820300521795,325.13054633140564,3.636230324829736,498.81996135384867,-173.68941502244303,438.22242126463016,-113.09187493322452
1049.8180300637614,323.67343044281006,3.6161750484691035,498.53696802142497,-174.8635375786149,436.85968580383997,-113.18625536102991
1050.454030075343,317.1959035396576,3.746563270349155,498.2539746890013,-181.05807114934373,435.49695034305023,-118.30104680339264
1051.090030086925,317.34451603889465,3.716212716475718,497.9709813565776,-180.62646531768297,434.13421488226004,-116.78969884336539
1051.726030098507,331.6633503437042,3.608296401427739,497.6879880241539,-166.0246376804497,432.77147942146985,-101.10812907776562
1052.362030110089,325.8259084224701,3.5283677900453374,497.40499469173005,-171.57908626925996,431.4087439606792,-105.58283553820911
1052.998030121671,319.5261437892914,3.5961705102329455,497.12200135930635,-177.59585757001497,430.046008499889,-110.51986471059763
1053.6340301332527,326.68196749687195,3.570206538411867,496.8390080268827,-170.15704053001076,428.6832730390993,-102.00130554222733
1054.2700301448347,316.3766951560974,3.830108760395281,496.556014694459,-180.1793195383616,427.32053757830863,-110.94384242221122
1054.9060301564166,349.80162739753723,11.422398248009022,496.27302136203525,-146.47139396449802,425.95780211751844,-76.15617471998121
1055.5420301679987,311.6281385421753,3.619237514950863,495.99002802961144,-184.36188948743614,424.5950666567278,-112.9669281145525
1056.1780301795807,315.9509834051132,3.539039052754484,495.70703469718774,-179.75605129207452,423.2323311959376,-107.28134779082438
1056.8140301911624,317.91330432891846,3.501141655217459,495.4240413647641,-177.51073703584564,421.86959573514787,-103.95629140622941
1057.4500302027443,320.6611137390137,3.491919973519718,495.1410480323404,-174.47993429332672,420.5068602743577,-99.845746535344
1058.0860302143262,302.60794854164124,3.5516484136821846,494.85805469991664,-192.2501061582754,419.1441248135675,-116.53617627192625
1058.7220302259084,310.2205834388733,3.526715198282792,494.5750613674928,-184.35447792861953,417.78138935277684,-107.56080591390355
1059.3580302374903,319.38150572776794,3.659669629849323,494.2920680350691,-174.91056230730118,416.41865389198665,-97.0371481642187
1059.994030249072,313.6349587440491,3.6050999682318405,494.0090747026455,-180.3741159585964,415.0559184311969,-101.42095968714784
1060.630030260654,306.7408752441406,3.681754112850626,493.7260813702218,-186.98520612608115,413.6931829704067,-106.9523077262661
1061.2660302722359,316.98861932754517,3.5782118920633907,493.443088037798,-176.45446871025285,412.33044750961653,-95.34182818207137
1061.902030283818,310.20129323005676,3.6332788094916713,493.1600947053742,-182.95880147531744,410.9677120488259,-100.76641881876913
